z=   3.3499999e+00 0.
TotalEnergy(erg)    1.9062320536228575e+07    5.8088824817011738e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    1.6454545760857537e+08    3.2782439181241971e+06
Energy2(erg)    1.1812062865620393e+07    4.6462877512048866e+05
T_min_T_max    9.3103450317019991e+00    2.2167816577951203e+03
Interval1    9.3103450317019991e+00    1.1409905770910676e+02
Interval2    1.1409905770910676e+02    2.2167816577951203e+03
