z=   1.5470001e+00 0.
TotalEnergy(erg)    1.2507679910252782e+05    7.8278990861403727e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    8.0807710236900399e+04    5.0920905605056345e+04
Energy2(erg)    4.2175934671037057e+03   -4.1470812754829931e+03
T_min_T_max    3.7467137065658950e+04    3.3955845419595862e+05
Interval1    3.7467137065658950e+04    5.1416724091149354e+05
Interval2    5.1416724091149354e+05    3.3955845419595862e+05
