time_sec	flux	flux_err	band	source
4218.0	1.5372316314020057e-19	3.917426217894307e-20	uvw2	manual
4627.0	4.687742229776892e-19	8.629144718847422e-20	uvm2	manual
4832.0	2.1375280767538e-19	4.008551805831753e-20	uvw1	manual
23362.0	4.3442201728636013e-20	1.1193081486454127e-20	uvw1	manual
39970.0	3.2713330068939224e-14	9.330592364834172e-15	H	manual
39970.0	6.419262414808654e-14	6.690469602435421e-15	J	manual
39970.0	1.0574071241396733e-13	8.282039785595633e-15	z	manual
39970.0	1.0657100339017517e-13	6.0651273275222736e-15	i	manual
39970.0	1.1329633974310893e-13	5.221450613508728e-15	r	manual
51166.0	4.483840352999056e-14	1.2493948786484166e-14	Y	manual
51166.0	5.3442481387011404e-14	6.5279424935754415e-15	Z	manual
51166.0	1.1754817189164718e-13	6.499377450746312e-15	r	manual
54571.9	6.35527197732002e-14	1.566427475075697e-14	Y	nissim
54577.5	4.321011824629585e-14	2.531407585266974e-15	i	nissim
