564424.4	3.371895	0.016242	R
570221.9	3.371895	0.016242	R
566350.3	3.213084	0.015537	R
594011.3	2.723515	0.01332	R
596038.2	2.777294	0.013557	R
612502.6	3.537967	0.016977	R
620904.9	3.856186	0.018398	R
699518.6	7.603016	0.034453	R
766901.1	10.775608	0.047539	R
769518.1	10.967254	0.048284	R
807102.1	12.727585	0.055448	R
881839.0	15.129545	0.064936	R
900046.1	15.657343	0.067057	R
966784.1	16.763858	0.071333	R
986745.0	17.343716	0.073641	R
1014003.0	17.343716	0.073641	R
1034939.0	17.790396	0.075374	R
1107899.0	18.558786	0.078287	R
1222921.0	18.874429	0.079619	R
1340722.0	18.716026	0.07895	R
1459890.0	18.402711	0.077798	R
1469870.0	18.247946	0.077144	R
1536418.0	17.941795	0.076015	R
1605978.0	17.491445	0.074107	R
1678688.0	17.05148	0.0724	R
1701716.0	16.480634	0.07028	R
1766684.0	16.064156	0.068652	R
1790919.0	16.064156	0.068652	R
1846670.0	15.523788	0.066485	R
1852971.0	15.927431	0.068067	R
1930278.0	15.259974	0.065496	R
2416858.0	11.359993	0.049908	R
2924758.0	9.950706	0.044175	R
3078073.0	9.433615	0.042053	R
3217431.0	9.184375	0.041027	R
3363099.0	8.704142	0.039042	R
3699636.0	7.883338	0.035651	R
3880330.0	7.672166	0.034766	R
