Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            136.7000               2.2500    2.7799297160152375e+47    1.2802049815880050e+46
            145.0000               2.0000    2.6304728011125576e+47    1.6959285374453074e+46
            153.0000               2.0000    2.6548122666334312e+47    1.9561380242644564e+46
            174.0000               2.0000    1.9771235709965509e+47    9.1049907852813375e+45
            182.0000               2.0000    1.6294228882526503e+47    7.5037699213656079e+45
            190.0000               2.0000    1.6144842491985853e+47    7.4349749441941273e+45
            210.0000               2.0000    1.5418204871749958e+47    7.1003459440880896e+45
            218.0000               2.0000    1.2824304192558975e+47    5.9058105023774453e+45
            226.0000               2.0000    1.3804917367454185e+47    6.3573995710792077e+45
            246.7000               2.2500    1.0865102052372927e+47    6.0042774575673373e+45
            254.2000               1.7500    9.9090908288725353e+46    5.4759661162862734e+45
            262.0000               2.0000    1.0093314584506113e+47    4.6481432740469912e+45
            282.8000               2.2500    7.3796167401899436e+46    4.0781270369137425e+45
            291.0000               2.0000    8.0174047289189139e+46    5.1690120005315098e+45
            308.4000              12.0000    6.9828675904546501e+46    3.8588753479206908e+45
            330.9000               6.0000    7.1126887935116569e+46    4.5857200643861356e+45
            358.9000               6.0000    5.5466888674078879e+46    4.0869515101570358e+45
            371.0000               2.0000    5.2003647413243129e+46    4.7897130704879384e+45
            402.9000               6.0000    4.1690183210022184e+46    2.3038847315301457e+45
            441.8000              20.2500    3.4997240544215907e+46    1.6116825338577491e+45
            489.5000              20.5000    3.2511260059932537e+46    1.7966386781643649e+45
            537.4000              20.0000    2.5353259431838329e+46    1.8680972450285988e+45
            587.5000              20.0000    2.3552325781629721e+46    1.5184746027170784e+45
            634.9000              20.5000    2.1283046765375033e+46    1.3721687735344153e+45
            694.8000              34.2500    1.8198424795380363e+46    1.0056821485470786e+45
            767.1000              34.0000    1.6444996964093460e+46    1.0602481667102463e+45
            839.6000              34.5000    1.3428694577377897e+46    9.8946281095626267e+44
            912.2000              34.0000    1.3678352653080713e+46    1.0078582983165152e+45
            984.4000              34.0000    1.3062725363714765e+46    9.6249720199196366e+44
           1074.4000              52.5000    1.0666791221701081e+46    7.8595824525549716e+44
           1181.7000              48.5000    9.3763496481933010e+45    9.4995311611888445e+44
           1291.8000              52.0000    9.3763496481933010e+45    7.7723436773363269e+44
           1399.2000              52.9500    9.9090904888798261e+45    1.0039270868732150e+45
           1504.5000              28.2500    1.0186706526372725e+46    1.2196994820178182e+45
           1617.8000              52.4500    7.2449233043867048e+45    9.3419496132522217e+44
           1707.6000              38.5000    1.2706729827282688e+46    1.9895662715837336e+45
