time_sec	flux	flux_err	band	source
345630.8	1.980050845733859e-14	3.6473884486056305e-15	R	manual
121200.0	2.4030427618137974e-14	4.427186386532393e-15	r'	manual
9417.0	6.697615386331531e-13	6.189947349457901e-13	u	manual
3584.0	2.1710825796020414e-13	2.999461430070431e-14	R	manual
-2332215.0	1.164692873113786e-12	1.4492291687412219e-13	J	manual
-2332215.0	1.440190408350669e-12	2.1938192848697893e-13	H	manual
-2332215.0	1.3315003746380745e-12	2.055158529903756e-13	Ks	manual
9417.0	4.2259096185094243e-13	3.944382719525809e-13	u	manual
49832.3	1.7628815715270365e-12	4.723312112617193e-13	v	manual
49826.34	3.325984372879862e-12	2.9684843984011657e-13	u	manual
49917.14	5.731629793278404e-20	2.0625896396176265e-20	uvw1	manual
49870.49	1.2912173927806664e-19	3.1597285157023896e-20	uvm2	manual
49906.21	3.9906623847852926e-20	1.3187897716595553e-20	uvw2	manual
240361.0	1.369860499072911e-14	2.523376291717336e-15	R	manual
240378.48	3.440934000682189e-14	1.5846086671894345e-14	R	manual
240382.18	1.980050845733859e-14	3.6473884486056305e-15	R	manual
