Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9. 286.9	20.6	-9. H 18.06	0.07  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 335.0	20.6	-9. H 17.88	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 387.7	13.1	-9. H 17.76	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 419.0	13.1	-9. H 17.67	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 450.3	13.1	-9. H 17.62	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 498.6	13.1	-9. H 17.56	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 529.8	13.1	-9. H 17.43	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 560.9	13.1	-9. H 17.40	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 610.2	13.1	-9. H 17.34	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 641.3	13.1	-9. H 17.39	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 672.4	13.1	-9. H 17.34	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 766.7	12.8	-9. H 17.27	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 798.5	12.7	-9. H 17.34	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 830.8	12.9	-9. H 17.25	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn 
-9. -9. 862.5	12.7	-9. H 17.33	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 894.2	12.9	-9. H 17.27	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 927.0	12.9	-9. H 17.29	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 968.9	12.7	-9. H 17.26	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1000.6	12.7	-9. H 17.23	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1032.0	12.7	-9. H 17.24	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1064.0	12.7	-9. H 17.28	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1095.6	12.7	-9. H 17.19	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1127.1	12.8	-9. H 17.23	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1169.0	12.8	-9. H 17.21	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1200.6	12.7	-9. H 17.23	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1232.0	12.7	-9. H 17.31	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1263.5	12.7	-9. H 17.21	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1295.5	13.1	-9. H 17.30	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1327.6	12.7	-9. H 17.22	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1370.7	12.7	-9. H 17.23	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1402.6	12.8	-9. H 17.29	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1434.5	12.7	-9. H 17.32	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1466.5	12.7	-9. H 17.31	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1498.1	12.7	-9. H 17.31	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1530.3	12.7	-9. H 17.34	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1775.3	12.7	-9. H 17.39	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1807.2	12.7	-9. H 17.39	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1839.3	12.7	-9. H 17.41	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1871.5	12.7	-9. H 17.43	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1903.7	13.0	-9. H 17.45	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1936.2	12.7	-9. H 17.48	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2057.2	92.1	-9. H 17.53	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2259.5	92.8	-9. H 17.64	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2464.1	93.0	-9. H 17.80	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2656.5	45.7	-9. H 17.78	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2765.0	45.9	-9. H 17.74	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2876.0	45.6	-9. H 17.87	0.11  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2986.9	45.6	-9. H 17.84	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3133.7	45.7	-9. H 17.87	0.07  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3242.0	45.8	-9. H 17.99	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3352.0	45.3	-9. H 18.11	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3463.8	45.5	-9. H 18.15	0.07  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3656.5	91.6	-9. H 18.19	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3856.9	92.3	-9. H 18.28	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4058.7	92.6	-9. H 18.31	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4263.2	93.1	-9. H 18.31	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4477.8	93.1	-9. H 18.30	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4679.2	92.0	-9. H 18.32	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4881.9	93.1	-9. H 18.37	0.07  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5085.9	92.7	-9. H 18.40	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5303.2	93.0	-9. H 18.50	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
