Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9. 5504.9	92.4	-9. H 18.43	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5705.4	91.6	-9. H 18.54	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5908.3	92.0	-9. H 18.59	0.08  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 6655.0	396.8	-9. H 18.59	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 7536.4	396.0	-9. H 18.77	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 8522.1	394.4	-9. H 19.00	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9370.0	394.5	-9. H 19.05	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 10215.3	397.6	-9. H 19.09	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 11629.2	959.1	-9. H 19.26	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 13907.7	957.9	-9. H 19.38	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 15859.2	958.8	-9. H 19.50	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 17824.8	959.5	-9. H 19.55	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 19786.6	961.9	-9. H 19.58	0.08  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 21794.8	957.6	-9. H 19.71	0.08  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 23769.1	957.4	-9. H 19.92	0.12  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 25745.3	961.1	-9. H 19.82	0.13  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 286.9	20.6	-9. J 18.27	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 335.0	20.6	-9. J 18.12	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 387.8	13.1	-9. J 17.97	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 419.0	13.1	-9. J 17.89	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 450.3	13.1	-9. J 17.91	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 498.5	13.1	-9. J 17.77	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 529.6	13.1	-9. J 17.68	0.07  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 560.8	13.1	-9. J 17.59	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 601.1	5.0 	-9. J 17.59	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 616.9	5.0 	-9. J 17.59	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 633.3	5.0 	-9. J 17.53	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 649.4	5.0 	-9. J 17.49	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 665.4	5.0 	-9. J 17.53	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 681.5	5.0 	-9. J 17.55	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 758.9	5.0 	-9. J 17.52	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 790.8	5.0 	-9. J 17.48	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 822.8	5.0 	-9. J 17.49	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 854.8	5.0 	-9. J 17.50	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 886.3	5.0 	-9. J 17.55	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 919.1	5.0 	-9. J 17.49	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 774.4	5.0 	-9. J 17.55	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 806.2	5.0 	-9. J 17.50	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 838.7	5.0 	-9. J 17.50	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 870.3	5.0 	-9. J 17.43	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 934.9	5.0 	-9. J 17.48	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 961.2	5.0 	-9. J 17.48	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 992.8	5.0 	-9. J 17.53	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1024.3	5.0 	-9. J 17.51	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1056.3	5.0 	-9. J 17.47	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1087.9	5.0 	-9. J 17.52	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1119.4	5.0 	-9. J 17.46	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 976.6	5.0 	-9. J 17.49	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1008.3	5.0 	-9. J 17.48	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1039.7	5.0 	-9. J 17.45	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1071.7	5.0 	-9. J 17.46	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1103.3	5.0 	-9. J 17.38	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1134.9	5.0 	-9. J 17.48	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1161.2	5.0 	-9. J 17.50	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1192.9	5.0 	-9. J 17.46	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1224.3	5.0 	-9. J 17.44	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1287.4	5.0 	-9. J 17.47	0.08  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1319.8	5.0 	-9. J 17.46	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1176.8	5.0 	-9. J 17.43	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1208.3	5.0 	-9. J 17.40	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1239.7	5.0 	-9. J 17.46	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1255.8	5.0 	-9. J 17.45	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1271.2	5.0 	-9. J 17.44	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1303.6	5.0 	-9. J 17.43	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1335.3	5.0 	-9. J 17.49	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1363.0	5.0 	-9. J 17.51	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1394.8	5.0 	-9. J 17.43	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1426.8	5.0 	-9. J 17.48	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1458.8	5.0 	-9. J 17.56	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1490.4	5.0 	-9. J 17.52	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1522.6	5.0 	-9. J 17.54	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1378.5	5.0 	-9. J 17.52	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1410.3	5.0 	-9. J 17.54	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1442.3	5.0 	-9. J 17.50	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1474.2	5.0	        -9. J 17.53	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1505.8	5.0	        -9. J 17.53	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1538.1	5.0	        -9. J 17.59	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1775.3	12.7	-9. J 17.60	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1807.2	12.7	-9. J 17.63	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1839.3	12.7	-9. J 17.64	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1871.5	12.7	-9. J 17.64	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1903.7	13.0	-9. J 17.71	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 1936.2	12.7	-9. J 17.71	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2057.2	92.1	-9. J 17.80	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2259.4	92.8	-9. J 17.92	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2464.1	93.0	-9. J 17.96	0.02  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2656.8	45.7	-9. J 18.07	0.08  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2764.8	45.9	-9. J 18.06	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2876.3	45.6	-9. J 18.16	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 2986.8	45.6	-9. J 18.17	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3133.7	45.7	-9. J 18.16	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3241.7	45.9	-9. J 18.25	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3352.3	45.3	-9. J 18.34	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3463.8	45.5	-9. J 18.31	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3656.4	91.6	-9. J 18.37	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 3856.9	92.3	-9. J 18.46	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4059.1	92.6	-9. J 18.53	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4263.0	93.1	-9. J 18.61	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4478.1	93.1	-9. J 18.61	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4679.4	92.0	-9. J 18.59	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 4881.6	93.1	-9. J 18.59	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5085.5	92.7	-9. J 18.61	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5303.2	93.0	-9. J 18.61	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5504.5	92.4	-9. J 18.70	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5705.0	91.6	-9. J 18.78	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 5908.0	92.0	-9. J 18.74	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 6350.4	92.6	-9. J 18.80	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 6553.4	92.4	-9. J 18.81	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 6755.6	92.9	-9. J 18.85	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 6958.7	92.8	-9. J 18.88	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 7232.5	91.9	-9. J 18.91	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 7432.1	91.6	-9. J 18.95	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 7634.3	93.2	-9. J 19.03	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 7839.9	92.9	-9. J 19.07	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 8220.1	92.6	-9. J 19.14	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 8421.4	91.9	-9. J 19.10	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 8621.9	91.5	-9. J 19.16	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 8824.0	92.1	-9. J 19.16	0.03  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9067.7	92.5	-9. J 19.19	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9269.0	91.8	-9. J 19.18	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9468.6	92.0	-9. J 19.20	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9672.5	91.9	-9. J 19.22	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 9909.2	91.9	-9. J 19.26	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 10110.5	93.1	-9. J 19.25	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 10315.3	93.1	-9. J 19.26	0.06  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 10519.2	93.4	-9. J 19.32	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 10900.2	230.5	-9. J 19.36	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 11384.9	230.7	-9. J 19.44	0.05  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 11868.8	231.6	-9. J 19.52	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
-9. -9. 12356.1	232.3	-9. J 19.52	0.04  -9. -9. -9.  GROND kruehler09 0 USNOB_ABmag 0. 0. 0 nnn
