22.9	14.1	0	Unfiltered	7792
4170	17.4	0	R	7795
6450	17.5	0	R	7795
13500	18.2	0	R	7799
290.45	16.48	0.06	v_swift	7808
5877.9	19.51	0	uvm2_swift	7808
6083.8	20.02	0.56	uvw1_swift	7808
6288.7	18.8	0.23	u_swift	7808
9334.8	19.34	0.14	b_swift	7808
68627	20.3	0.15	R	7814
100394	21.32	0.04	Rc	7823
28721.5	17.9	0.1	J	7827
28721.5	17.2	0.1	H	7827
28721.5	16.7	0.15	Ks	7827
260150	22.5	0	R	7869
83687	21.1	0.1	R	7890
87151.7	21.3	0.25	R	7974
74053.4	20.49	0.07	R	7975
75193.9	20.71	0.08	R	7975
