Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           91.0            -9.0            -9.0    -9.000    30.000 CR   17.300   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          165.0            -9.0            -9.0    -9.000    30.000 CR   18.500   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          343.0            -9.0            -9.0    -9.000   150.000 CR   19.300   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          432.0            -9.0            -9.0    -9.000   150.000 CR   18.900   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          519.0            -9.0            -9.0    -9.000   150.000 CR   18.500   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          608.0            -9.0            -9.0    -9.000   150.000 CR   18.300   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          707.0            -9.0            -9.0    -9.000   150.000 CR   18.400   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
          804.0            -9.0            -9.0    -9.000   150.000 CR   18.700   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
         1001.0            -9.0            -9.0    -9.000   150.000 CR   20.000   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
         1200.0            -9.0            -9.0    -9.000   150.000 CR   20.100   0.3000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 0 NNN  0.000  0.000 0 nnn
         1298.0            -9.0            -9.0    -9.000   150.000 CR   20.100 100.0000  -9.0000  -9.0000  -9.0000 MASTER lipunov07 1 NNN  0.000  0.000 0 nnn
