z=   2.6919999e+00 0.
Total_Energy(erg)    3.5149083538065148e+06    1.7336597859509010e+06
       1770104.7       1944337.6   5.5251564585066986e+08       11606211.                     -NaN
       2344893.1       1944337.6                     -NaN   7.0024697e+09   1.6599117222533482e+06
       1944337.6       1944337.6   1.9962912743646236e+10       1944182.0   1.9443376230650705e+06
       19118012.       1983728.3   1.9428650977184097e+06       1944773.6   1.9443376230650705e+06
            -NaN   2.0537184e+08   1.9441078058241091e+06       1944337.6   1.9443376230650705e+06
   5.8545576e+08       1944337.6   1.3450164405363927e+07       1952859.5   1.9420531597351120e+06
       1944674.4       1944337.6                     -NaN   2.2847146e+08   1.9440690673639318e+06
       1944337.6       1944337.6   6.5132319398840165e+08       1944337.6   1.9443376230650705e+06
       1944337.6       1944337.6   1.9443376230650705e+06       1944337.6   1.9443376230650705e+06
       1944337.6       1944337.6   1.9443376230650705e+06       1944337.6                     -NaN
       17493720.            -NaN   1.9443376230650705e+06   5.2525951e+09                     -NaN
       13096702.       1944337.6   1.9443376230650705e+06            -NaN                     -NaN
            -NaN       1944337.6   4.0619312912067217e+08   1.8179564e+09   1.0811053132715670e+06
       1944337.6       1944337.6   5.1461748270241318e+09       1982093.7   1.9443376230650705e+06
            -NaN            -NaN   1.9729944486675973e+06       1944337.6   1.9443376230650705e+06
            -NaN       1944337.6   4.7971862714334682e+07   3.7109661e+08   1.9396455447172797e+06
       1944337.6       1944337.6   1.0570841027228944e+09       1944337.6   1.9443376230650705e+06
       1944337.6       1944337.6   1.9443376230650705e+06       1944337.6                     -NaN
       38092331.       1944337.6   1.9443376230650705e+06            -NaN   5.3314081109607005e+08
       1944337.6       1944337.6                     -NaN       1944337.6   1.9443376230650705e+06
   1.5195582e+09       1944337.6   1.9443376230650705e+06       1944337.6
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    7.8169015942144114e+01    6.9656014656414409e+03
