time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
61.0	2.5788260336209068e-11	1.4263122619142662e-12	Rc	-10.65699322646882	1.7853298350107671	14.52	0.06	manual
141542.0	6.229621707986912e-15	1.839810518059429e-15	i	-14.260360945222128	5.150885327929032	23.57	0.32	manual
206.0	5.847365345134202e-12	7.213713736261643e-13	g	-11.339682358664154	2.3138672203691533	16.67	0.13	manual
206.0	8.778535016587054e-12	6.471328718511808e-13	Rc	-11.12499322646882	2.3138672203691533	15.69	0.08	manual
206.0	7.382626177918352e-12	5.058882582135048e-13	Ic	-11.180735583602878	2.3138672203691533	15.4	0.07	manual
1951.0	1.5255345427030402e-12	2.3888684109377513e-13	Rc	-11.88499322646882	3.2902572693945182	17.59	0.17	manual
1951.0	7.450936776889372e-13	1.7243382412792145e-13	Ic	-12.17673558360288	3.2902572693945182	17.89	0.25	manual
42461.0	5.152176408401715e-14	1.4236565833053244e-14	r	-13.361784120631286	4.627990218029882	21.5	0.3	manual
2198094.0	3.208344801818462e-14	5.9099895310817016e-15	R	-13.563748565630323	6.342046260793745	21.8	0.2	manual
58598.0	1.4321573120270617e-14	1.5832792155269797e-15	r	-13.917784120631287	4.767882793427877	22.89	0.12	manual
58598.0	2.120614248137891e-14	1.9936138529196864e-15	i	-13.728360945222128	4.767882793427877	22.24	0.1	manual
58598.0	1.3952902861203666e-14	1.983448176722626e-15	Z	-13.896113385344115	4.767882793427877	22.01	0.15	manual
58598.0	1.5645027037183032e-14	2.406146583162837e-15	J	-13.828514870308256	4.767882793427877	21.19	0.15	manual
33981.0	3.908325486007934e-14	2.1620053357934125e-15	r	-13.481784120631287	4.531236155230248	21.8	0.06	manual
4900.0	5.54263245176441e-13	2.0441631458831736e-13	v	-12.35304423024722	3.690196080028514	19.1	0.4	manual
4633.0	4.229422154609618e-13	3.8954417620731454e-14	R	-12.443748565630322	3.6658623002031554	19.0	0.1	manual
86.0	1.5356103686972295e-11	2.828698834887465e-12	R	-10.883748565630324	1.934498451243568	15.1	0.2	manual
