time	flux	flux_err	band
22896.00	1.776835769015373e-14	1.1094205943963152e-15	R
30585.60	1.6204934810973104e-14	7.293422095330927e-16	R
32400.00	1.5909161417445815e-14	7.160302139668272e-16	R
34214.40	1.5618786496750298e-14	7.029611897020327e-16	R
36028.80	1.547559260144007e-14	6.965164027766598e-16	R
37843.20	1.6354877226659188e-14	7.360907299088901e-16	R
127872.00	1.2406443106499118e-14	7.746334087580646e-16	R
214963.20	1.2292700152414005e-14	8.731949080567494e-16	R
389750.40	1.252123851118046e-14	1.1017332668232509e-15	R
638582.40	1.4915825307048266e-14	8.019171090788289e-16	R
818294.40	1.4915825307048266e-14	6.713227244262484e-16	R
1077321.60	1.547559260144007e-14	6.965164027766598e-16	R
1340150.40	1.4509327657773444e-14	9.059332998062095e-16	R
2110924.80	1.1848061185603424e-14	6.369854016497868e-16	R
2279232.00	1.2292700152414005e-14	6.608904546729038e-16	R
3576182.40	1.0319229904232443e-14	5.547910921705132e-16	R
8401881.60	8.742734467685183e-15	6.210280186632682e-16	R
12455942.40	9.239474863855438e-15	7.350041821955012e-16	R
38817273.60	8.047246196732524e-15	7.080704383468564e-16	R
