time_sec	mag	mag_err	band	source
486.093	16.927483816770838	0.07	u	manual
30539.7	19.524997027264902	0.07	R	manual
308070.7	21.3579383159522	0.2	r	manual
76494.652	20.37375065977685	0.03	g	manual
76494.652	20.0879383159522	0.03	r	manual
76494.652	19.85305438095704	0.03	i	manual
76494.652	19.692024548379703	0.03	z	manual
76494.652	19.487977359304203	0.12	J	manual
76494.652	19.171384815694765	0.19	H	manual
39342.7	19.374997027264907	0.04	R	manual
43101.7	20.79194062741473	0.17	B	manual
56252.7	19.65499702726491	0.08	R	manual
128532.7	20.304997027264907	0.07	R	manual
818578.7	22.514997027264908	0.13	R	manual
1246346.7	23.65499702726491	0.3	R	manual
24551.7	19.524997027264902	0.12	R	manual
27088.7	19.534997027264907	0.08	R	manual
113965.7	20.434997027264902	0.05	R	manual
121320.7	20.344997027264903	0.04	R	manual
201301.7	20.934997027264902	0.06	R	manual
207118.7	21.194997027264908	0.07	R	manual
43736.093	19.72499702726491	0.1	R	manual
1016.093	16.91375065977685	0.01	g	manual
1016.093	16.737938315952196	0.01	r	manual
1016.093	16.603054380957037	0.01	i	manual
1016.093	16.412024548379705	0.01	z	manual
1016.093	16.237977359304203	0.02	J	manual
1016.093	16.061384815694765	0.02	H	manual
1016.093	16.087657492961732	0.14	K	manual
