z=   3.7800000e+00 0.
TotalEnergy(erg)    2.0678236611868115e+05    1.4629647267503172e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    9.1747191099495848e+05    3.5126146463356464e+05
Energy2(erg)    1.5626689864562309e+05    1.3441697125796633e+05
T_min_T_max    2.2301255363607538e+01    3.6736401893522361e+03
Interval1    2.2301255363607538e+01    2.6461323460775054e+02
Interval2    2.6461323460775054e+02    3.6736401893522361e+03
