time_sec	mag	mag_err	band	source
47808.3	20.648943053835023	0.118502	r	nissim
47909.0	20.65509305383502	0.12569	r	nissim
48836.1	20.786112053835023	0.13406	r	nissim
49507.7	20.870461053835022	0.145403	r	nissim
49618.4	20.745312053835022	0.145438	r	nissim
51348.3	20.75628705383502	0.142843	r	nissim
48312.55	20.89055305383502	0.0212	r	nissim
43636.3	20.345094353353115	0.136068	i	nissim
44415.4	20.542002353353116	0.158968	i	nissim
44706.7	20.167087353353114	0.109544	i	nissim
45223.2	20.135588353353114	0.107392	i	nissim
46402.1	20.164984353353113	0.106009	i	nissim
47209.9	20.643138353353113	0.159074	i	nissim
47412.2	20.472578353353114	0.133359	i	nissim
47714.2	20.432419353353115	0.132978	i	nissim
48836.2	20.672626353353113	0.165183	i	nissim
48935.5	20.364094353353114	0.125247	i	nissim
49130.2	20.716715353353113	0.168276	i	nissim
49315.3	20.575994353353114	0.158561	i	nissim
49618.5	20.358673353353115	0.131073	i	nissim
50126.3	20.424276353353115	0.136209	i	nissim
50637.9	20.415705353353115	0.136458	i	nissim
51348.4	20.874478353353116	0.206137	i	nissim
52648.8	20.342278353353112	0.139838	i	nissim
48312.7	20.452928353353116	0.016842	i	nissim
48361.15	20.0321908069994	0.037958	Z	nissim
48361.15	19.968723388602825	0.058268	Y	nissim
48358.65	20.00289640313743	0.074215	J	nissim
48358.65	19.537444823707627	0.077072	H	nissim
