Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
             29.7000               0.0010    7.1779394292767654e-15    4.6277885762822984e-16
             43.5000               0.0010    1.8879905248455059e-13    3.4778070738608688e-15
             57.9000               0.0010    3.1915364867207310e-13    5.8790274760042539e-15
             94.5000               0.0010    3.3419489696846814e-13    6.1560975091241558e-15
            108.4000               0.0010    2.9922633507923512e-13    2.7559763969397645e-15
            122.9000               0.0010    2.5351275348566889e-13    7.0048162513306521e-15
            137.1000               0.0010    2.2080037742097380e-13    4.0672932644545430e-15
            141.8000               0.0010    1.9887445876786267e-13    2.1992984802984408e-14
            151.6000               0.0010    1.8706813234150535e-13    3.4459223464824639e-15
            162.8000               0.0010    1.4653865759590834e-13    1.7492832345838234e-14
            166.3000               0.0010    1.5416997752259176e-13    2.8399159389262070e-15
            185.0000               0.0010    1.1395406108205292e-13    1.2757958158203349e-14
            188.1000               0.0010    1.2133883127356258e-13    2.2351438748440642e-15
            217.4000               0.0010    9.9083150280075276e-14    1.8251790801368733e-15
            246.8000               0.0010    8.3945960989312474e-14    7.7317087429389902e-16
            276.0000               0.0010    7.0469275096686553e-14    1.2980920200389182e-15
            282.8000               0.0010    4.5982163491256905e-14    8.5197461881476500e-15
            304.9000               0.0010    6.4268742641525808e-14    1.1838739911320912e-15
            328.1000               0.0010    3.5352961440282979e-14    4.3689713965839832e-15
            336.2000               0.0010    3.8696902224202048e-14    7.8622836265077835e-15
            342.0000               0.0010    5.1050476715232084e-14    9.4038453428537237e-16
            371.2000               0.0010    4.4463106377333126e-14    8.1904068823423324e-16
            387.8000               0.0010    4.2178953540878146e-14    2.6830774380242847e-15
            393.1000               0.0010    2.8103512160147353e-14    3.4987146839253817e-15
            400.3000               0.0010    3.9084071598825451e-14    7.1995520577521277e-16
            429.6000               0.0010    3.4994500546172166e-14    6.4462252296348058e-16
            465.0000               0.0010    2.4502172732877485e-14    2.8926706313201674e-15
            466.5000               0.0010    2.9376482880139243e-14    8.1170221953890237e-16
            473.1000               0.0010    2.1133245405666953e-14    2.6800197826527524e-15
            495.6000               0.0010    2.5822589867323117e-14    7.1350452656535290e-16
            524.5000               0.0010    2.3550481826918944e-14    6.5072386126402353e-16
            543.0000               0.0010    2.0867950416620141e-14    2.2744106233695477e-15
            554.1000               0.0010    2.1086271604811585e-14    5.8263521651862795e-16
            554.8000               0.0010    1.6241023491212280e-14    2.1114726695673842e-15
            680.6000               0.0010    1.1835336016464823e-14    1.5605855421472727e-15
            750.0000               0.0010    1.1927850647175442e-14    8.1809371255283245e-16
            853.6000               0.0010    8.4392876574152155e-15    1.1453983282655904e-15
           1033.8000               0.0010    6.2906248814470994e-15    7.5341976919289024e-16
           1038.1000               0.0010    6.0080202541610797e-15    8.4157372076477344e-16
           1107.6000               0.0010    6.5463585547560428e-15    2.4117676217282073e-16
           1121.5000               0.0010    5.1522839199700038e-15    5.6945146368923330e-16
           1135.2000               0.0010    5.7765240766948924e-15    6.5288703469253109e-16
           1135.8000               0.0010    5.7016399362522237e-15    5.2514044540896828e-16
