time_sec	flux	flux_err	band	source
419	3.919732745859204e-12	2.5695462255648623e-13	v_swift	8192
3366	3.4865532309125335e-13	4.9093337459549463e-14	b_swift	8192
3251	4.750652673457009e-14	1.993273133341432e-15	u_swift	8192
3136.5	5.261994476428376e-14	3.2065843782996053e-15	uvw1_swift	8192
5318	6.154173691494924e-14	4.517753614696807e-15	uvm2_swift	8192
3587	3.8792096730516266e-14	3.0483901826247526e-15	uvw2_swift	8192
3420	2.67142985962582e-12	5.311710187222268e-14	g'	8202
3420	1.1783490108757286e-12	1.782140358426917e-15	Rc	8202
3420	8.144009744377886e-13	1.2603466042539216e-14	Ic	8202
740	3.5378812699573704e-13	2.7801648891399092e-14	uvw2_swift	8208
2573	1.1726536220666427e-13	8.60840204624122e-15	uvm2_swift	8208
738	2.0948377324790344e-13	1.2765642339859024e-14	uvw1_swift	8208
762.5	1.8912688941123755e-13	7.935363272548608e-15	u_swift	8208
782.5	6.003386443324221e-13	1.6330554225599782e-14	b_swift	8208
735	9.84592349946753e-14	1.16770434013818e-15	v_swift	8208
