z=   2.9540000e+00 0.
TotalEnergy(erg)    6.2209919459565915e+05    1.2550932808283252e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    8.0757360949703061e+05    1.5262790860586180e+05
Energy2(erg)    1.8687336082088604e+05    6.7184914636954534e+04
T_min_T_max    1.3199291869082271e+02    1.4376327783217332e+03
Interval1    1.3199291869082271e+02    1.0474882769243163e+03
Interval2    1.0474882769243163e+03    1.4376327783217332e+03
