time	flux	flux_err	band
71712.00	4.422290707099822e-15	7.439895116501769e-16	R
152928.00	1.218e-15	4.494939544231266e-16	R
255744.00	8.823629993713368e-16	2.4314751278711546e-16	R
331776.00	6.392154865842213e-16	1.54320952850062e-16	R
time	flux	flux_err	band
71712.00	4.422290707099822e-15	7.439895116501769e-16	R
152928.00	1.218e-15	4.494939544231266e-16	R
255744.00	8.823629993713368e-16	2.4314751278711546e-16	R
331776.00	6.392154865842213e-16	1.54320952850062e-16	R
