time_sec	flux	flux_err	band	logF	logT	mag	mag_err
43560.0	2.2711793684237364e-14	6.275500508697752e-15	R	-13.643748565630323	4.6390878710837375	22.0	0.3
121823.0	1.837629078353112e-14	2.1458462319974047e-15	i	-13.735742145551177	5.085729290185951	22.2	0.1
120095.0	2.0071841702628727e-14	3.36642308879108e-15	z	-13.697412776760501	5.079524926490232	21.9	0.1
13392.0	7.802817231281946e-14	3.593330128021376e-15	R	-13.107748565630322	4.126845440649185	20.66	0.05
69036.0	4.8316362162409384e-14	5.4438450551123444e-15	V	-13.315905772074567	4.839075620073124	21.56	0.1
70055.0	4.132299516079573e-14	1.5637221240226882e-15	Rc	-13.383808207610707	4.8454391374078885	21.33	0.04
73.0	1.3344459509690935e-12	1.2355520288788249e-13	r	-11.874699011738771	1.863322860120456	17.79	0.1
73.0	1.1919494963093383e-12	1.391869755173254e-13	i	-11.923742145551177	1.863322860120456	17.67	0.1
103.0	9.490759935691859e-13	8.787412997604074e-14	r	-12.022699011738771	2.012837224705172	18.16	0.1
103.0	1.0005939081036406e-12	1.1684189659144976e-13	i	-11.999742145551178	2.012837224705172	17.86	0.1
158.0	1.589245209375058e-12	2.838582036928628e-13	g	-11.798809089033961	2.1986570869544226	17.91	0.15
158.0	3.2907962085028734e-12	3.0469199064148825e-13	r	-11.48269901173877	2.1986570869544226	16.81	0.1
158.0	2.292228217631117e-12	2.6766932138938906e-13	i	-11.639742145551178	2.1986570869544226	16.96	0.1
203.0	1.824697642590539e-12	3.259128245615592e-13	g	-11.738809089033962	2.307496037913213	17.76	0.15
203.0	3.884194672620414e-12	3.5963424407195237e-13	r	-11.410699011738771	2.307496037913213	16.63	0.1
203.0	2.7813641619948073e-12	3.2478697018541165e-13	i	-11.555742145551177	2.307496037913213	16.75	0.1
248.0	1.5459338653204277e-12	2.7612227958854826e-13	g	-11.810809089033961	2.3944516808262164	17.94	0.15
248.0	3.142685981227692e-12	2.909785920827337e-13	r	-11.502699011738772	2.3944516808262164	16.86	0.1
