Time	Mag	MagErr	Band		GCN
369	>19.6	?	White_filter	15446
4680	22.4	0.1	R		15447
246	>18.3	?	R		15449
326	>18.3	?	R		15449
366	>18.3	?	R		15449
406	>18.3	?	R		15449
447	>18.3	?	R		15449
369.5	>21.5	?	white(FC)_swift	15454
919.5	>22.0	?	white_swift	15454
1184.	>19.3	?	v_swift		15454
1336.	>19.9	?	b_swift		15454
1171.5	>19.8	?	u_swift		15454
1147.	>19.4	?	w1_swift	15454
1208.5	>18.4	?	m2_swift	15454
1160.	>19.5	?	w2_swift	15454
