40262.4	20.21	0.01	Rc
126748.8	20.09	0.01	Rc
175219.2	20.03	0.03	Rc
212716.8	19.96	0.01	Rc
249782.4	19.87	0.02	Rc
301795.2	19.77	0.01	Rc
432259.2	19.47	0.02	Rc
472694.4	19.46	0.01	Rc
681782.4	19.33	0.02	Rc
783820.8	19.29	0.02	Rc
951696	19.33	0.02	Rc
1.0355E6	19.32	0.04	Rc
1.38629E6	19.49	0.04	Rc
1.47079E6	19.52	0.02	Rc
1.72126E6	19.71	0.02	Rc
1.9853E6	19.83	0.02	Rc
2.2426E6	20.07	0.03	Rc
2.5869E6	20.54	0.04	Rc
2.92905E6	20.83	0.04	Rc
3.18825E6	21.08	0.07	Rc
3.28216E6	21.2	0.13	Rc
3.96757E6	21.36	0.08	Rc
4.22211E6	21.45	0.07	Rc
4.7393E6	21.57	0.07	Rc
4.95573E6	21.64	0.07	Rc
