time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
156478.08	2.836922532520682e-14	2.11254982696214e-15	r	-13.872755751000447	5.194453508644185	22.78	0.08	manual
156478.08	2.765689564682276e-14	4.438398448294559e-15	i	-13.800154678665145	5.194453508644185	22.4	0.15	manual
156478.08	2.8708645886674214e-14	6.127772693451637e-15	Z	-13.72195966647146	5.194453508644185	21.54	0.17	manual
156478.08	2.843098140215286e-14	7.585306840078793e-15	Y	-13.6969688555034	5.194453508644185	21.22	0.17	manual
63033.08	5.90571966720574e-14	1.8003173357541933e-14	g	-13.699391268787425	4.799568528676041	22.6	0.3	manual
63033.08	1.1087853439040343e-13	1.0281923615010482e-14	r	-13.280755751000449	4.799568528676041	21.3	0.1	manual
63033.08	1.2072672820452226e-13	1.4859819584392873e-14	i	-13.160154678665146	4.799568528676041	20.8	0.1	manual
63033.08	1.4223165735688733e-13	2.6189091772903665e-14	z	-13.026976104200047	4.799568528676041	20.3	0.1	manual
63033.08	7.595643491554079e-14	2.3316388429749802e-14	J	-13.220465050423847	4.799568528676041	19.6	0.1	manual
63033.08	4.551687904114135e-14	1.9778337791424433e-14	H	-13.405808201900609	4.799568528676041	19.3	0.1	manual
63033.08	3.3033070567125845e-14	2.0598888532600702e-14	K	-13.524084829396172	4.799568528676041	18.8	0.3	manual
68349.08	1.3830805588200849e-13	1.40915164426551e-14	r	-13.184755751000448	4.834732673203587	21.06	0.11	manual
68349.08	1.1112286527501415e-13	1.610459789451964e-14	i	-13.196154678665144	4.834732673203587	20.89	0.13	manual
68349.08	7.211285806975035e-14	1.5885901283025548e-14	Z	-13.32195966647146	4.834732673203587	20.54	0.18	manual
68349.08	6.394282967094338e-14	2.3365927812718158e-14	Y	-13.3449688555034	4.834732673203587	20.34	0.32	manual
