Time	Mag	MagErr	Band		GCN
184	>18	?	White_swift	12587
10054.8	>23.7	?	R		12589
1331.42	>18.9	?	g'		12591
1331.42	>18.9	?	Rc		12591
1331.42	>18.3	?	Ic		12591
3951.07	>20.4	?	g'		12591
3951.07	>20.2	?	Rc		12591
3951.07	>19.6	?	Ic		12591
41400.	19.4	0.3	K		12593
85130	>24.5	?	g'		12595
85130   >24.6,	?	r'		12595
85130   >23.7	?	i'		12595
85130   >21.2	?	J		12595
85130   >20.9	?	H		12595
85130   >19.9	?	K		12595
43272.	>24.4	?	R		12596
185.	>21.2	?	white(FC)_swift	12597
393.	>20.3	?	u(FC)_swift	12597
902.5	>20.1	?	white(FC)_swift	12597
3298.5	>20.2	?	v_swift		12597
3617.5	>20.7	?	b_swift		12597
3441.	>20.8	?	u_swift		12597
3528.	>20.6	?	uvw1_swift	12597
3413.	>20.6	?	uvm2_swift	12597
3184.	>20.9	?	uvw2_swift	12597
2849.5	>21.7	?	white_swift	12597
163801.	>22.2	?	I		12613
