time_sec	mag	mag_err	band	source
15365.4	22.158126043115484	999.0	r	nissim
15365.45	21.636560449107257	0.118605	i	nissim
15359.0	20.551827198010876	999.0	Z	nissim
15411.35	19.40388032105741	999.0	Y	nissim


time_sec	mag	mag_err	band	source
1084.0	18.83435073080473	0.13	I	manual
364.0	20.02344216866977	0.08	g	manual
364.0	19.496971043115483	0.05	r	manual
364.0	19.107473449107257	0.07	i	manual
364.0	18.810435198010875	0.1	z	manual
364.0	18.801471540292724	0.06	J	manual
364.0	18.61726476952247	0.06	H	manual
292.0	20.92858654344268	0.27	u	manual
124.0	19.55697104311548	0.1	r	manual
124.0	18.48747344910726	0.05	i	manual
124.0	18.64043519801088	0.1	z	manual
124.0	17.901471540292725	0.1	J	manual
124.0	17.217264769522473	0.1	H	manual
9568.0	21.61747344910726	0.13	i	manual
9568.0	21.240435198010875	0.21	Z	manual
