z=   3.3750000e+00 0.
Total_Energy(erg)    3.0003717224256443e+06    1.1673752227765472e+05
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    1.1226514285714286e+04    3.0823039999999997e+04
