z=   1.5100000e+00 0.
Total_Energy(erg)    3.2860277851741030e+06    2.5623984278041366e+05
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    8.5258964467367662e+01    5.4183267138140195e+02
