z=   1.5100000e+00 0.
TotalEnergy(erg)    1.1642251780032800e+06    3.6977178976875177e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    8.9080812514921697e+05    2.4592584524163872e+05
Energy2(erg)    1.2619954830233031e+06    4.2077076041019382e+05
T_min_T_max    4.1035856729620889e+01    3.3784860686134476e+02
Interval1    4.1035856729620889e+01    1.1921597924349278e+02
Interval2    1.1921597924349278e+02    3.3784860686134476e+02
