Time	Mag	MagErr	Band		GCN
131	>18.5	?	White_swift	6431
53.8	>17.1	?	R		6434
104.4	>17.5	?	R		6434
329.85	>19.0	?	R		6434
180	>19.3	?	R		6435
360	>18.5	?	I		6435
2190.	>23.3	?	R		6436
5	>12.0	?	?		6437
19	>12.0	?	?		6437
33	>12.2	?	?		6437
3350	>23.5	?	z'		6444
2340.	>20	?0.4	R		6445
1220.	>22.0	?	g' 		6449
1220.   >21.7 	?	r' 		6449
1220.   >20.7 	?	i 		6449
1220.   >20.3	?	z' 		6449
1220.   >20.0 	?	J 		6449
1220.   >17.9 	?	H 		6449
1220.   >17.2	?	K 		6449
3888.	>25	?	g'		6450
4356.	>24.1	?	i'		6450
4788.	>23.0	?	z'		6450
6912.	>21.5	?	J		6450
7920.	>21.0	?	H		6450
9000.	>22.3	?	Ks		6450
17640.	>17.8	?	Unfiltered	6453
132.	>20.6	?	White(FC)_swift	6454
12343.5	>22.3	?	White_swift	6454
8684.	>20.4	?	V_swift		6454
14591.5	>22.0	?	B_swift		6454
14033.5	>21.7	?	U_swift		6454
11852.	>21.1	?	UVW1_swift	6454
11477.	>20.8	?	UWM2_swift	6454
9305.	>21.1	?	UVW2_swift	6454
2952.	>20.7	?	J		6456
6396.	>20.3	?	H		6456
5226.	>19.2	?	K		6456
50325.2	>22.4	?	R		6482
