time_sec	mag	mag_err	band	source
285894.0	21.089099916039967	0.21	R	manual
568634.0	21.079099916039965	0.09	R	manual
584927.0	21.220121396104805	0.3	r	manual
309303.0	20.599099916039965	0.05	R	manual
47540.0	19.28909991603997	0.07	R	manual
553835.0	20.60909991603997	0.26	R	manual
109382.0	19.46909991603997	0.05	R	manual
386523.0	20.959099916039968	0.14	R	manual
60911.0	19.470121396104805	0.2	r	manual
218617.0	20.489099916039965	0.11	R	manual
199670.0	20.019099916039966	0.1	R	manual
568634.0	21.149099916039965	0.1	R	manual
43621.0	19.057328051679768	0.12	u	manual
