Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
         4803.0            -9.0            -9.0    -9.000   890.000 RC   16.400   0.5000  -9.0000  -9.0000  -9.0000 ROTSE pandey10 0 USNO  0.000  0.000 0 nnn
        23245.0            -9.0            -9.0    -9.000   846.000 RC   18.700 100.0000  -9.0000  -9.0000  -9.0000 ROTSE pandey10 1 USNO  0.000  0.000 0 nnn
        25438.0            -9.0            -9.0    -9.000   892.000 RC   18.600 100.0000  -9.0000  -9.0000  -9.0000 ROTSE pandey10 1 USNO  0.000  0.000 0 nnn
        62291.0            -9.0            -9.0    -9.000  3300.000 RC   20.600   0.1000  -9.0000  -9.0000  -9.0000 Nickel pandey10 0 NNN  0.000  0.000 0 nnn
        74749.0            -9.0            -9.0    -9.000  1800.000 RC   21.040   0.1100  -9.0000  -9.0000  -9.0000 LT pandey10 0 NNN  0.000  0.000 0 nnn
       123605.0            -9.0            -9.0    -9.000  1800.000 RC   21.400   0.1000  -9.0000  -9.0000  -9.0000 LT pandey10 0 NNN  0.000  0.000 0 nnn
       299554.0            -9.0            -9.0    -9.000  1800.000 RC   22.600   0.2500  -9.0000  -9.0000  -9.0000 LT pandey10 0 NNN  0.000  0.000 0 nnn
       328027.0            -9.0            -9.0    -9.000  1800.000 RC   22.100 100.0000  -9.0000  -9.0000  -9.0000 LT pandey10 1 NNN  0.000  0.000 0 nnn
       134499.0            -9.0            -9.0    -9.000   900.000 RC   21.400   0.1100  -9.0000  -9.0000  -9.0000 NOT pandey10 0 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         51840.0    -9.000  1440.000 RC   19.800   0.2000  -9.0000  -9.0000  -9.0000 PROMPT GRB9916 0 USNOB1  0.000  0.000 0 nnn
