date	time	exp	mag	mag_err	band	source
2012-10-27	23:41:13	1200	21.1	0.13	K	manual
2012-10-29	08:10:00	460	22.1	0.2	g'	manual
2012-10-29	08:10:00	460	21.6	0.1	r'	manual
2012-10-29	08:10:00	460	21.3	0.1	i'	manual
2012-10-29	08:10:00	460	20.9	0.1	z'	manual
2012-10-29	08:10:00	1200	20.4	0.1	J	manual
2012-10-29	08:10:00	1200	19.7	0.1	H	manual
2012-10-29	08:10:00	1200	19.7	0.1	K	manual
2012-10-30	17:59:26	353	21.55	0.25	white	manual
