time_sec	mag	mag_err	band	source
156478.08	23.59400806933641	0.08	r	manual
156478.08	23.004895274281505	0.15	i	manual
156478.08	21.989930937230582	0.17	Z	manual
156478.08	21.596901766896245	0.17	Y	manual
63033.08	23.776660242021084	0.3	g	manual
63033.08	22.11400806933641	0.1	r	manual
63033.08	21.404895274281504	0.1	i	manual
63033.08	20.749930937230587	0.1	z	manual
63033.08	19.85257405740023	0.1	J	manual
63033.08	19.45995169502497	0.1	H	manual
63033.08	18.907584436297416	0.3	K	manual
68349.08	21.87400806933641	0.11	r	manual
68349.08	21.494895274281504	0.13	i	manual
68349.08	20.989930937230582	0.18	Z	manual
68349.08	20.71690176689625	0.32	Y	manual
