0.001802	13.157	0	0	beta?	z?
0.002005	12.157	0	0	beta?	z?
0.0021553	8.457	0.1	0.1	beta?	z?
0.0021794	8.83558	0.0727453	0.0727453	beta?	z?
0.002213	7.822	0.1	0.1	beta?	z?
0.0022573	7.7403245	0.0705128	0.0705128	beta?	z?
0.0022709	7.722	0.1	0.1	beta?	z?
0.0023323	7.6988524	0.0703417	0.0703417	beta?	z?
0.002435	8.0532473	0.0708985	0.0708985	beta?	z?
0.0024852	8.5095672	0.0715161	0.0715161	beta?	z?
0.0025046	8.357	0.1	0.1	beta?	z?
0.0026128	8.9608878	0.0746747	0.0746747	beta?	z?
0.0026381	8.8211139	0.0726875	0.0726875	beta?	z?
0.0027911	9.0092117	0.0737148	0.0737148	beta?	z?
0.0027934	9.0379095	0.0752681	0.0752681	beta?	z?
0.0029321	9.272	0.01	0.01	beta?	z?
0.002944	9.1405682	0.0746929	0.0746929	beta?	z?
0.0029742	9.2576077	0.0776301	0.0776301	beta?	z?
0.0030969	9.4197322	0.0775959	0.0775959	beta?	z?
0.0031519	9.4181803	0.0801068	0.0801068	beta?	z?
0.0032717	9.422	0.1	0.1	beta?	z?
0.0032895	9.752	0.01	0.01	beta?	z?
0.0033115	9.5456901	0.0794809	0.0794809	beta?	z?
0.0033295	9.657686	0.0855802	0.0855802	beta?	z?
0.0035071	9.894612	0.0919249	0.0919249	beta?	z?
0.0035302	10.018678	0.0911049	0.0911049	beta?	z?
0.0036831	10.020155	0.0911335	0.0911335	beta?	z?
0.0036849	10.09617	0.101395	0.101395	beta?	z?
0.0037173	10.262	0.01	0.01	beta?	z?
0.003836	10.314921	0.1041909	0.1041909	beta?	z?
0.0038626	10.292677	0.1128845	0.1128845	beta?	z?
0.0039889	10.440653	0.1114529	0.1114529	beta?	z?
0.0040403	10.443148	0.122868	0.122868	beta?	z?
0.0041417	10.558033	0.1191656	0.1191656	beta?	z?
0.004218	10.648282	0.1404397	0.1404397	beta?	z?
0.0042653	10.762	0.01	0.01	beta?	z?
0.0042947	10.762037	0.1349069	0.1349069	beta?	z?
0.0043957	10.891455	0.1666771	0.1666771	beta?	z?
0.0044475	10.933454	0.1524172	0.1524172	beta?	z?
0.0046004	11.087888	0.1714101	0.1714101	beta?	z?
0.0047531	11.178253	0.1833348	0.1833348	beta?	z?
0.0047627	10.92835	0.1734218	0.1734218	beta?	z?
0.0049059	11.319193	0.2075214	0.2075214	beta?	z?
0.0049077	11.242	0.01	0.01	beta?	z?
0.0049523	11.130983	0.2035122	0.2035122	beta?	z?
0.0050586	11.630885	0.271336	0.271336	beta?	z?
0.0051328	11.656056	0.3223568	0.3223568	beta?	z?
0.0052113	11.099726	0.1736675	0.1736675	beta?	z?
0.0053134	11.44499	0.2610889	0.2610889	beta?	z?
0.0053642	11.884804	0.3379451	0.3379451	beta?	z?
0.0054911	11.742302	0.3432866	0.3432866	beta?	z?
0.005517	11.363443	0.2132031	0.2132031	beta?	z?
0.0056699	11.760551	0.3045254	0.3045254	beta?	z?
0.0056733	11.642	0.01	0.01	beta?	z?
0.0057556	11.611126	0.3083082	0.3083082	beta?	z?
0.0059716	11.676542	0.2816374	0.2816374	beta?	z?
0.0064304	11.806435	0.3120314	0.3120314	beta?	z?
0.0065282	11.798881	0.3599971	0.3599971	beta?	z?
0.0068913	11.866403	0.3327124	0.3327124	beta?	z?
0.0074074	11.842515	0.3758037	0.3758037	beta?	z?
0.115418	15.859	0.063	0.063	beta?	z?
0.1155449	15.859	0.04	0.04	beta?	z?
0.2027163	16.827	0.311	0.311	beta?	z?
0.367656	17.82632	0.01	0.01	beta?	z?
0.6449082	18.312	0.05	0.05	beta?	z?
0.7329183	18.502	0.06	0.06	beta?	z?
0.91784	18.792	0.05	0.05	beta?	z?
1.0056657	18.89032	0.05	0.05	beta?	z?
1.0132445	18.85232	0.056	0.056	beta?	z?
1.0167194	18.722	0.3	0.3	beta?	z?
1.0868274	18.90632	0.025	0.025	beta?	z?
1.0880464	18.89632	0.026	0.026	beta?	z?
1.2434264	19.03932	0.023	0.023	beta?	z?
1.3995922	19.18032	0.022	0.022	beta?	z?
1.3995922	19.21932	0.022	0.022	beta?	z?
1.4368786	19.28332	0.024	0.024	beta?	z?
1.4554582	19.26432	0.025	0.025	beta?	z?
1.4719608	19.30032	0.026	0.026	beta?	z?
1.976	19.692	0.07	0.07	beta?	z?
2.2246344	19.64732	0.028	0.028	beta?	z?
2.2266053	19.67832	0.026	0.026	beta?	z?
2.2359581	19.68432	0.022	0.022	beta?	z?
2.2577121	19.69732	0.023	0.023	beta?	z?
2.4363787	19.73932	0.022	0.022	beta?	z?
2.4618376	19.77432	0.024	0.024	beta?	z?
2.857469	20.042	0.06	0.06	beta?	z?
3.2353933	20.05332	0.034	0.034	beta?	z?
3.2373353	20.04832	0.029	0.029	beta?	z?
3.88	20.252	0.07	0.07	beta?	z?
4.036	20.282	0.2	0.2	beta?	z?
4.3903619	20.39132	0.025	0.025	beta?	z?
5.09	20.412	0.03	0.03	beta?	z?
5.2228494	20.55632	0.034	0.034	beta?	z?
5.2247984	20.59132	0.033	0.033	beta?	z?
6.1	20.682	0.04	0.04	beta?	z?
7.08	20.762	0.03	0.03	beta?	z?
8.06	20.962	0.04	0.04	beta?	z?
8.1142413	20.90932	0.044	0.044	beta?	z?
10.43468	21.28232	0.058	0.058	beta?	z?
11.167651	21.31732	0.047	0.047	beta?	z?
14.209148	21.55332	0.077	0.077	beta?	z?
20.137874	22.07332	0.104	0.104	beta?	z?
30.290051	23.38332	0.323	0.323	beta?	z?
31.06343	23.31532	0.17	0.17	beta?	z?
36.082303	23.20932	0.061	0.061	beta?	z?
40.176746	23.75032	0.219	0.219	beta?	z?
47.108243	23.71432	0.091	0.091	beta?	z?
