time_sec	flux_R	flux_err_R	band	source
7344	1.3235609832748828e-12	2.0729735858663902e-13	R	Li_Liang
7516.8	1.3890838042290848e-12	5.4631830970156264e-14	R	Li_Liang
8110.604304	1.3890838042290848e-12	7.842691689053413e-14	R	Li_Liang
8208	1.297351854893202e-12	3.184334504573216e-14	R	Li_Liang
8812.8	1.1964467106237307e-12	6.732178977757907e-14	R	Li_Liang
9072	1.2934204856359497e-12	6.353914268008152e-14	R	Li_Liang
9158.4	1.239691772453504e-12	1.6015424057718958e-13	R	Li_Liang
9331.2	1.2069303619764031e-12	4.305828846022755e-14	R	Li_Liang
9676.8	1.141407541022201e-12	4.4881290738789564e-14	R	Li_Liang
10195.2	1.0614696994580743e-12	4.6443954251990916e-14	R	Li_Liang
10886.4	9.998782477611244e-13	3.568028196780308e-14	R	Li_Liang
12182.4	9.2387177545425e-13	2.663132364356643e-14	R	Li_Liang
12787.2	8.33450282537451e-13	5.983239585524267e-14	R	Li_Liang
13046.4	8.282084568611149e-13	6.321739092565024e-14	R	Li_Liang
13305.6	8.897999085580649e-13	2.341112889274739e-14	R	Li_Liang
13651.2	8.282084568611149e-13	2.6702756505020792e-14	R	Li_Liang
14169.6	7.771006565168372e-13	3.4711217327072264e-14	R	Li_Liang
14860.8	7.535124409733244e-13	2.0981158452905596e-14	R	Li_Liang
15379.2	7.469601588779042e-13	3.467281379988222e-14	R	Li_Liang
16156.8	7.050255534672149e-13	2.9583526298994686e-14	R	Li_Liang
16588.8	7.181301176580552e-13	6.131171200007857e-14	R	Li_Liang
16848	6.303295375794243e-13	3.713544201863998e-14	R	Li_Liang
17107.2	6.395027325130127e-13	3.0272789611817404e-14	R	Li_Liang
17452.8	6.617804916374414e-13	2.7719581018147847e-14	R	Li_Liang
18057.6	6.342609068366765e-13	1.720387282118809e-14	R	Li_Liang
18662.4	5.88394932168735e-13	2.0033454475659915e-14	R	Li_Liang
19267.2	6.041204091977435e-13	1.4384468613926974e-14	R	Li_Liang
19661.31239	6.48675927446601e-13	3.650445854663318e-14	R	Li_Liang
20044.8	5.56943978110718e-13	2.280674071778951e-14	R	Li_Liang
20390.4	5.123884598618606e-13	5.818423722734271e-14	R	Li_Liang
20649.6	5.648067166252222e-13	3.53826964737667e-14	R	Li_Liang
20908.8	5.517021524343819e-13	2.602637578884348e-14	R	Li_Liang
21254.4	5.359766754053733e-13	1.7773162161568667e-14	R	Li_Liang
21772.8	4.927316135755999e-13	2.104254967490705e-14	R	Li_Liang
36983.04998	3.3416638686643086e-13	3.103131701392886e-14	R	Li_Liang
41040	2.0312074495802657e-13	3.13580915313549e-14	R	Li_Liang
41299.2	2.1360439631069892e-13	3.083866714740434e-14	R	Li_Liang
41558.4	3.1057817132291806e-13	3.7292057286974016e-14	R	Li_Liang
42163.2	2.529180888832202e-13	5.363227116991893e-14	R	Li_Liang
42422.4	2.7388539158856487e-13	5.836960203736668e-15	R	Li_Liang
42422.4	2.7126447875039677e-13	5.691132128385342e-14	R	Li_Liang
42681.6	2.529180888832202e-13	6.633706806155037e-14	R	Li_Liang
42768	2.686435659122287e-13	5.7370204941805e-15	R	Li_Liang
43459.2	2.7650630442673297e-13	7.721460671436552e-14	R	Li_Liang
43718.4	2.529180888832202e-13	4.5382691148997416e-14	R	Li_Liang
43891.2	2.6078082739772447e-13	7.741816971523285e-15	R	Li_Liang
43977.6	2.568494581404723e-13	3.779180878697641e-14	R	Li_Liang
44236.8	2.6078082739772447e-13	5.56874937396872e-15	R	Li_Liang
44323.2	2.2670896050153932e-13	6.227062329385679e-14	R	Li_Liang
44582.4	1.9656846286260635e-13	3.0439427428952094e-14	R	Li_Liang
44841.6	2.5553900172138827e-13	2.8634168567501954e-14	R	Li_Liang
45100.8	2.3457169901604357e-13	1.7911527716357787e-14	R	Li_Liang
45360	2.4898671962596807e-13	7.402123349092453e-15	R	Li_Liang
45619.2	2.516076324641361e-13	7.470573774274788e-15	R	Li_Liang
45619.2	1.9394755002443828e-13	1.4229805592198847e-14	R	Li_Liang
45878.4	2.2408804766337125e-13	1.7642859905636535e-14	R	Li_Liang
46137.6	2.1884622198703507e-13	1.5683253568124166e-14	R	Li_Liang
46396.8	2.1884622198703507e-13	1.7117277255537605e-14	R	Li_Liang
46656	2.47676263206884e-13	5.276057071042274e-15	R	Li_Liang
46742.4	2.0312074495802657e-13	1.8280919192984033e-14	R	Li_Liang
47001.6	2.424344375305478e-13	7.199330588899747e-15	R	Li_Liang
47001.6	1.8215344225268188e-13	1.6047647636660227e-14	R	Li_Liang
47260.8	1.8084298583359785e-13	1.539408048262657e-14	R	Li_Liang
47520	2.004998321198585e-13	1.6973718226360272e-14	R	Li_Liang
47779.2	2.358821554351276e-13	6.996538489399145e-15	R	Li_Liang
47779.2	2.0181028853894252e-13	1.7366177472400966e-14	R	Li_Liang
48038.4	1.9918937570077445e-13	1.6450805461762185e-14	R	Li_Liang
48470.4	2.0705211421527872e-13	1.3134054182587166e-14	R	Li_Liang
48729.6	2.004998321198585e-13	1.5147418201424044e-14	R	Li_Liang
48988.8	1.8215344225268188e-13	1.5525493641676848e-14	R	Li_Liang
49248	1.8477435509084998e-13	1.8792293705756042e-14	R	Li_Liang
49507.2	1.9001618076718613e-13	1.5530959279251477e-14	R	Li_Liang
49680	1.9918937570077445e-13	1.4624962893326566e-14	R	Li_Liang
49939.2	2.044312013771106e-13	1.645453510601693e-14	R	Li_Liang
50198.4	1.913266371862702e-13	1.8012292371153838e-14	R	Li_Liang
50457.6	1.6511750880458933e-13	1.394764723016931e-14	R	Li_Liang
50716.8	1.5725477029008508e-13	1.4856513055173063e-14	R	Li_Liang
50976	1.6773842164275745e-13	1.7214449077581318e-14	R	Li_Liang
51235.2	1.8739526792901805e-13	1.3703275433759256e-14	R	Li_Liang
51580.8	1.7822207299542978e-13	1.8788622527258924e-14	R	Li_Liang
51753.6	1.7822207299542978e-13	2.3103940987683838e-14	R	Li_Liang
52012.8	1.3759792400382446e-13	2.4266083660449422e-14	R	Li_Liang
52272	1.7822207299542978e-13	3.501550565466938e-14	R	Li_Liang
52531.2	1.7166979090000955e-13	2.8336039253372315e-14	R	Li_Liang
52790.4	1.7035933448092553e-13	2.192305124505e-14	R	Li_Liang
53136	1.638070523855053e-13	2.205098884263713e-14	R	Li_Liang
53395.2	1.6773842164275745e-13	2.6894715856994846e-14	R	Li_Liang
53654.4	1.6642796522367338e-13	2.925065512373087e-14	R	Li_Liang
53913.6	1.9525800644352233e-13	2.5597135742742176e-14	R	Li_Liang
54172.8	1.8346389867176595e-13	2.219074952924207e-14	R	Li_Liang
54312.20934	2.2277759124428722e-13	2.887992623460481e-14	R	Li_Liang
54432	1.5594431387100106e-13	2.0215948364223358e-14	R	Li_Liang
54691.2	1.54633857451917e-13	1.6684415185517383e-14	R	Li_Liang
54950.4	1.5070248819466486e-13	1.4460643919325167e-14	R	Li_Liang
55209.6	1.7298024731909358e-13	1.800152705619173e-14	R	Li_Liang
55468.8	1.7298024731909358e-13	1.4736122241501385e-14	R	Li_Liang
55728	1.5332340103283298e-13	1.9953137559848958e-14	R	Li_Liang
55987.2	1.6249659596642125e-13	1.8649591018999137e-14	R	Li_Liang
56246.4	1.4021883684199253e-13	1.3148007090050456e-14	R	Li_Liang
56505.6	1.7035933448092553e-13	1.499544193058222e-14	R	Li_Liang
56764.8	1.5070248819466486e-13	1.5636613881014703e-14	R	Li_Liang
57024	1.4283974968016063e-13	2.1257250303648e-14	R	Li_Liang
57283.2	1.6904887806184148e-13	2.0614412056938432e-14	R	Li_Liang
57542.4	1.4677111893741276e-13	2.5054666814400312e-14	R	Li_Liang
57801.6	1.6773842164275745e-13	3.736985126201829e-14	R	Li_Liang
58060.8	1.5070248819466486e-13	3.055519993560929e-14	R	Li_Liang
58320	1.638070523855053e-13	4.16911850650032e-14	R	Li_Liang
58579.2	1.8084298583359785e-13	5.4532383701509904e-14	R	Li_Liang
82385.9221	1.2147931004909074e-13	1.4575460909983586e-14	R	Li_Liang
126144	6.263981683221722e-14	2.9610040328216567e-15	R	Li_Liang
126489.6	6.683327737328615e-14	3.160150193187229e-15	R	Li_Liang
127267.2	6.329504504175925e-14	2.987674863323494e-15	R	Li_Liang
127612.8	6.381922760939286e-14	3.0141847483276215e-15	R	Li_Liang
128304	6.866791636000383e-14	4.486140870387032e-15	R	Li_Liang
128649.6	6.866791636000383e-14	3.2529351734535787e-15	R	Li_Liang
129340.8	6.159145169694999e-14	4.0243254074436715e-15	R	Li_Liang
131505.3562	6.552282095420213e-14	1.3899799209785275e-14	R	Li_Liang
142732.8	5.805321936542308e-14	4.960166266582521e-15	R	Li_Liang
182912.9122	4.665224851939191e-14	1.808778877694961e-14	R	Li_Liang
223648.9505	3.315454740282627e-14	1.7430899472458026e-14	R	Li_Liang
299462.4	1.729802473190936e-14	9.721538445990186e-16	R	Li_Liang
115.9965792	4.185395626401859e-11	2.7076450141925764e-12	R	Li_Liang
680.4308448	9.77340372813946e-12	9.015961838653718e-13	R	Li_Liang
852.5448288	8.056606058328511e-12	8.172997205468571e-13	R	Li_Liang
1060.855661	5.62167080114566e-12	7.262213545396052e-13	R	Li_Liang
1236.061901	6.1153903924638415e-12	7.318717330694384e-13	R	Li_Liang
1408.766602	6.8223070800330565e-12	7.554909650400469e-13	R	Li_Liang
1582.270243	5.038184011405991e-12	6.95887846566621e-13	R	Li_Liang
1757.673216	5.778763398383263e-12	6.925834062099943e-13	R	Li_Liang
1929.775622	4.948416812984503e-12	6.83541420317467e-13	R	Li_Liang
2103.277622	4.387371822850206e-12	6.060958111833669e-13	R	Li_Liang
2275.679318	3.747780534097107e-12	6.217567909449309e-13	R	Li_Liang
2448.780768	3.298944541989669e-12	6.3743699827135e-13	R	Li_Liang
2616.993792	2.872550349487603e-12	1.0312428177200793e-12	R	Li_Liang
5011.2	2.2890635597479337e-12	1.3037419695504192e-13	R	Li_Liang
7289.537242	1.986099265075413e-12	1.471349955929135e-13	R	Li_Liang
8899.2	1.3913915755330576e-12	1.8948033550590948e-14	R	Li_Liang
12614.4	1.096281910722417e-12	3.2318149269251143e-13	R	Li_Liang
12873.6	1.018857702083884e-12	1.935990423025186e-14	R	Li_Liang
13046.4	1.1220899802685947e-12	2.5922835715140625e-13	R	Li_Liang
13089.53269	1.0917935508013427e-12	6.05843211112489e-14	R	Li_Liang
13651.2	9.80706642754752e-13	2.2556253510411016e-13	R	Li_Liang
14083.2	8.864510844121899e-13	2.2892442771746555e-13	R	Li_Liang
15984	7.439456569180784e-13	1.649648907161429e-13	R	Li_Liang
16675.2	8.325907653592973e-13	1.8821600303584424e-14	R	Li_Liang
20476.8	6.160273991674585e-13	5.3448875078892126e-14	R	Li_Liang
30429.95809	3.9273149309400825e-13	5.073447456302299e-14	R	Li_Liang
41126.4	2.9398757483037184e-13	2.3022616808194275e-14	R	Li_Liang
41299.2	3.287723642186983e-13	2.280339521161427e-14	R	Li_Liang
41644.8	3.220398243370867e-13	2.997802101721415e-14	R	Li_Liang
42249.6	2.805224950671487e-13	3.9283696743494835e-14	R	Li_Liang
42508.8	2.648132353433884e-13	3.681458096529013e-14	R	Li_Liang
42768	2.7491204516580575e-13	5.397989946143533e-14	R	Li_Liang
43027.2	2.2666217601425617e-13	5.061160247900284e-14	R	Li_Liang
43286.4	2.4573770567882225e-13	5.319304200132211e-14	R	Li_Liang
43545.6	2.715457752249999e-13	4.062921302391766e-14	R	Li_Liang
43804.8	2.7491204516580575e-13	3.591795856741054e-14	R	Li_Liang
44064	2.9286548485010324e-13	3.2666644193444244e-14	R	Li_Liang
44323.2	2.9735384477117763e-13	3.55833365325001e-14	R	Li_Liang
44582.4	2.7378995518553716e-13	1.842370833934944e-14	R	Li_Liang
44841.6	2.7940040508688014e-13	1.4391337519036578e-14	R	Li_Liang
45187.2	2.7603413514607435e-13	1.4054694821547951e-14	R	Li_Liang
45705.6	2.5247024556043383e-13	9.606423332910105e-15	R	Li_Liang
45964.8	2.4012725577747927e-13	9.558355751790647e-15	R	Li_Liang
46224	2.5022606559989664e-13	9.728798816432948e-15	R	Li_Liang
46483.2	2.614469654025826e-13	1.2372110382287442e-14	R	Li_Liang
46742.4	2.5022606559989664e-13	1.0187323039321727e-14	R	Li_Liang
46915.2	2.5134815558016524e-13	3.243865512348074e-14	R	Li_Liang
47001.6	2.5022606559989664e-13	1.0209693601978821e-14	R	Li_Liang
47347.2	2.3676098583667354e-13	9.881859228792061e-15	R	Li_Liang
47606.4	2.4685979565909085e-13	1.0499699601714378e-14	R	Li_Liang
47777.57145	2.2441799605371898e-13	4.948952598603923e-14	R	Li_Liang
47865.6	2.4910397561962804e-13	1.014229202869129e-14	R	Li_Liang
48124.8	2.558365155012396e-13	8.088101328519872e-15	R	Li_Liang
48124.8	2.7491204516580575e-13	2.2908010819710477e-14	R	Li_Liang
48470.4	2.4573770567882225e-13	9.794694519397787e-15	R	Li_Liang
48729.6	2.345168058761363e-13	1.2366425645546057e-14	R	Li_Liang
48988.8	2.2441799605371898e-13	1.135648017252155e-14	R	Li_Liang
49248	2.345168058761363e-13	1.2142440801542644e-14	R	Li_Liang
49507.2	2.2666217601425617e-13	1.3821289918085352e-14	R	Li_Liang
49766.4	2.3115053593533056e-13	1.1581839532017368e-14	R	Li_Liang
50025.6	2.3788307581694213e-13	1.016183200395431e-14	R	Li_Liang
50284.8	2.3339471589586775e-13	9.086880823733252e-15	R	Li_Liang
50544	2.0646455636942144e-13	1.0121007587877294e-14	R	Li_Liang
50803.2	2.0983082631022725e-13	1.4603051431831843e-14	R	Li_Liang
51062.4	2.2329590607345038e-13	1.3372514904874257e-14	R	Li_Liang
51235.2	2.625690553828512e-13	2.178521259746147e-14	R	Li_Liang
51321.6	2.0870873632995863e-13	1.561174674441624e-14	R	Li_Liang
51580.8	2.0870873632995863e-13	1.5835956478381037e-14	R	Li_Liang
51840	2.1656336619183883e-13	1.673390218362487e-14	R	Li_Liang
52099.2	1.77290216882438e-13	1.9196360774594168e-14	R	Li_Liang
52358.4	1.8514484674431816e-13	2.0767356208579622e-14	R	Li_Liang
52617.6	2.1656336619183883e-13	1.9873420576673245e-14	R	Li_Liang
52963.2	2.176854561721074e-13	1.830370142808637e-14	R	Li_Liang
53222.4	2.210517261129132e-13	1.8640499314600596e-14	R	Li_Liang
53481.6	2.1095291629049585e-13	1.650891997413245e-14	R	Li_Liang
53568	1.974878365272727e-13	1.9983479131931413e-14	R	Li_Liang
53740.8	2.2217381609318176e-13	1.9425538866456253e-14	R	Li_Liang
54000	1.974878365272727e-13	1.7852735547086237e-14	R	Li_Liang
54259.2	1.986099265075413e-13	1.605882357012621e-14	R	Li_Liang
54518.4	1.7953439684297518e-13	1.4598798056356988e-14	R	Li_Liang
54777.6	2.0422037640888427e-13	1.2024636291121928e-14	R	Li_Liang
55036.8	2.0646455636942144e-13	1.1800976987757439e-14	R	Li_Liang
55036.8	1.9187738662592972e-13	2.3011269248080567e-14	R	Li_Liang
55296	2.1656336619183883e-13	1.3595461980028315e-14	R	Li_Liang
55555.2	1.8514484674431816e-13	1.5496491531925587e-14	R	Li_Liang
55814.4	2.0870873632995863e-13	1.5723850868640497e-14	R	Li_Liang
56073.6	2.0646455636942144e-13	1.1240881955898039e-14	R	Li_Liang
56332.8	2.0085410646807848e-13	1.1575888676815777e-14	R	Li_Liang
56592	1.941215665864669e-13	1.4824975724169272e-14	R	Li_Liang
56851.2	1.7953439684297518e-13	1.3253471530034456e-14	R	Li_Liang
57110.4	1.7953439684297518e-13	1.358978122234561e-14	R	Li_Liang
57369.6	1.728018569613636e-13	1.40373281878131e-14	R	Li_Liang
57628.8	1.974878365272727e-13	1.2807867143791382e-14	R	Li_Liang
57888	2.0870873632995863e-13	2.189123266522307e-14	R	Li_Liang
58147.2	1.728018569613636e-13	2.054190088778129e-14	R	Li_Liang
58406.4	1.8851111668512393e-13	2.503008209008286e-14	R	Li_Liang
58665.6	1.8963320666539255e-13	2.7498090184941364e-14	R	Li_Liang
58924.8	1.71679766981095e-13	4.309185627158669e-14	R	Li_Liang
83070.65255	1.4362751747438016e-13	3.0524405569312636e-14	R	Li_Liang
132064.0381	4.7239988169307844e-14	3.736591076376187e-14	R	Li_Liang
183585.994	9.246021437413221e-14	4.08451771771092e-14	R	Li_Liang
224426.0374	5.5767872019349164e-14	4.308863523286725e-14	R	Li_Liang
323308.8	1.739239469416322e-14	2.3009766687350824e-15	R	Li_Liang
3196.8	2.54e-12	1.87e-13	R	Li_Liang
3369.6	1.81e-12	3.17e-13	R	Li_Liang
4838.4	2.04e-12	4.7e-14	R	Li_Liang
5184	1.84e-12	2.88e-14	R	Li_Liang
5529.6	1.81e-12	1.66e-14	R	Li_Liang
5961.6	1.7e-12	1.41e-14	R	Li_Liang
5961.6	1.68e-12	1.24e-13	R	Li_Liang
6652.8	1.54e-12	1.28e-14	R	Li_Liang
7257.6	1.48e-12	1.3599999999999999e-14	R	Li_Liang
7862.4	1.4e-12	1.16e-14	R	Li_Liang
8208	1.39e-12	1.41e-13	R	Li_Liang
8812.8	1.35e-12	4.480000000000001e-14	R	Li_Liang
9158.4	1.25e-12	2.6499999999999998e-14	R	Li_Liang
9417.6	1.15e-12	1.91e-14	R	Li_Liang
9936	1.2e-12	1.44e-14	R	Li_Liang
10108.8	1.25e-12	6.88e-14	R	Li_Liang
10540.8	1.05e-12	8.69e-15	R	Li_Liang
11145.6	1.08e-12	1.29e-14	R	Li_Liang
11750.4	1.08e-12	1.49e-14	R	Li_Liang
12787.2	1e-12	4.53e-14	R	Li_Liang
13132.8	9.02e-13	2.33e-14	R	Li_Liang
13392	8.52e-13	1.65e-14	R	Li_Liang
13910.4	8.12e-13	1.05e-14	R	Li_Liang
14515.2	8.02e-13	8.87e-15	R	Li_Liang
15120	7.44e-13	1.1700000000000002e-14	R	Li_Liang
15724.8	6.73e-13	9.3e-15	R	Li_Liang
16934.4	6.81e-13	2.26e-14	R	Li_Liang
17193.6	6.64e-13	1.77e-14	R	Li_Liang
17712	6.63e-13	1.2200000000000001e-14	R	Li_Liang
18316.8	6.3e-13	9.87e-15	R	Li_Liang
18921.6	6.16e-13	1.13e-14	R	Li_Liang
19526.4	6.26e-13	9.22e-15	R	Li_Liang
20390.4	6.12e-13	4.2800000000000004e-14	R	Li_Liang
20649.6	5.23e-13	2.17e-14	R	Li_Liang
20995.2	5.2e-13	1.63e-14	R	Li_Liang
21513.6	5.68e-13	1.1e-14	R	Li_Liang
22118.4	5.43e-13	1.05e-14	R	Li_Liang
35251.2	2.76e-13	3.31e-14	R	Li_Liang
36460.8	2.65e-13	3.17e-14	R	Li_Liang
39657.6	2.54e-13	9.37e-15	R	Li_Liang
40089.6	2.47e-13	9.09e-15	R	Li_Liang
41126.4	2.58e-13	1.54e-14	R	Li_Liang
41385.6	2.56e-13	1.3699999999999998e-14	R	Li_Liang
41644.8	2.81e-13	2.0699999999999996e-14	R	Li_Liang
41731.2	2.44e-13	4.5e-15	R	Li_Liang
42076.8	2.44e-13	4.5e-15	R	Li_Liang
42336	2.65e-13	2.07e-14	R	Li_Liang
42595.2	2.75e-13	2.58e-14	R	Li_Liang
43113.6	2.27e-13	4.18e-15	R	Li_Liang
43372.8	2.15e-13	2.19e-14	R	Li_Liang
43459.2	2.32e-13	4.27e-15	R	Li_Liang
43632	2.64e-13	2.46e-14	R	Li_Liang
43891.2	2.41e-13	2.22e-14	R	Li_Liang
44150.4	2.76e-13	2.57e-14	R	Li_Liang
44409.6	2.36e-13	2.18e-14	R	Li_Liang
44582.4	2.2e-13	4.05e-15	R	Li_Liang
44668.8	2.16e-13	8.75e-15	R	Li_Liang
44928	2.2e-13	1.03e-14	R	Li_Liang
44928	2.25e-13	4.14e-15	R	Li_Liang
45273.6	2.32e-13	1e-14	R	Li_Liang
45792	2.24e-13	6.18e-15	R	Li_Liang
45964.8	2.18e-13	4.01e-15	R	Li_Liang
46051.2	2.12e-13	8.21e-15	R	Li_Liang
46310.4	2.07e-13	5.34e-15	R	Li_Liang
46310.4	2.13e-13	1.96e-15	R	Li_Liang
46569.6	1.99e-13	7.16e-15	R	Li_Liang
46828.8	2.06e-13	4.94e-15	R	Li_Liang
47088	2.11e-13	5.43e-15	R	Li_Liang
47433.6	2.07e-13	3.8e-15	R	Li_Liang
47606.4	2.11e-13	8.57e-15	R	Li_Liang
47952	1.84e-13	6.6199999999999995e-15	R	Li_Liang
48211.2	1.96e-13	7.05e-15	R	Li_Liang
48384	2e-13	3.4900000000000003e-15	R	Li_Liang
48556.8	1.9e-13	5.6e-15	R	Li_Liang
48729.6	1.96e-13	3.07e-15	R	Li_Liang
48816	2.01e-13	5.75e-15	R	Li_Liang
48988.8	2.02e-13	2.97e-15	R	Li_Liang
49075.2	2e-13	7.36e-15	R	Li_Liang
49334.4	1.89e-13	6.2700000000000005e-15	R	Li_Liang
49593.6	1.83e-13	8.26e-15	R	Li_Liang
49852.8	1.88e-13	7.080000000000001e-15	R	Li_Liang
50112	1.88e-13	9.16e-15	R	Li_Liang
50371.2	1.84e-13	7.12e-15	R	Li_Liang
50630.4	1.88e-13	6.39e-15	R	Li_Liang
50889.6	1.83e-13	8.26e-15	R	Li_Liang
51148.8	1.9e-13	7.68e-15	R	Li_Liang
51408	1.76e-13	7.77e-15	R	Li_Liang
51667.2	1.82e-13	8.36e-15	R	Li_Liang
51926.4	1.84e-13	7.97e-15	R	Li_Liang
52099.2	1.82e-13	3.3500000000000004e-15	R	Li_Liang
52185.6	1.73e-13	8.94e-15	R	Li_Liang
52444.8	1.81e-13	3.0000000000000002e-15	R	Li_Liang
52444.8	1.86e-13	9.94e-15	R	Li_Liang
52704	1.79e-13	2.64e-15	R	Li_Liang
