time_sec	flux_R	flux_err_R	band	source
656.1283392	7.633337903293518e-12	7.434169719995246e-13	R	Li_Liang
828.1432224	6.124422271247124e-12	6.493582372571293e-13	R	Li_Liang
1036.454573	4.593316703435343e-12	5.686169507759402e-13	R	Li_Liang
1211.661158	4.859595932620002e-12	6.024341738151616e-13	R	Li_Liang
1384.265981	4.593316703435343e-12	5.686169507759402e-13	R	Li_Liang
1557.66983	3.5281997866967132e-12	4.989451369128705e-13	R	Li_Liang
1732.272826	3.3506803005736083e-12	4.764040362709119e-13	R	Li_Liang
1905.475277	4.3492274100160745e-12	5.392545150295003e-13	R	Li_Liang
2078.977363	4.304847538485298e-12	5.71851645021411e-13	R	Li_Liang
2251.379146	3.3950601721043844e-12	4.809437720515484e-13	R	Li_Liang
2424.480595	3.150970878685115e-12	5.042609636136557e-13	R	Li_Liang
2596.681843	3.4172501078697724e-12	5.161034109177724e-13	R	Li_Liang
7084.418026	1.426812869714457e-12	1.0254608948492627e-13	R	Li_Liang
8427.698179	4.903975804150777e-13	4.195342941649803e-13	R	Li_Liang
12179.45333	7.833047325182012e-13	4.384551961097515e-14	R	Li_Liang
29520.07917	3.0622111356235625e-13	2.4505578960307686e-14	R	Li_Liang
46867.8083	1.9704662959664663e-13	2.0910310932138323e-14	R	Li_Liang
64083.93684	1.2781403000863565e-13	3.0977221047157177e-14	R	Li_Liang
69973.76938	1.3136441973109776e-13	2.3265245157639406e-14	R	Li_Liang
102402.97	6.057852463950961e-14	1.1883140979582229e-14	R	Li_Liang
117728.9757	7.078589509158815e-14	4.7734826598831953e-14	R	Li_Liang
159220.0617	7.633337903293518e-15	1.2582860813816671e-14	R	Li_Liang
200730.6104	1.0140800644782377e-14	3.1732424981378036e-14	R	Li_Liang
704.733264	5.516575526545454e-12	6.815677681746087e-13	R	Li_Liang
1086.756739	3.0951778717640526e-12	4.927855217870881e-13	R	Li_Liang
1260.262714	5.369186104080499e-12	6.623679831355833e-13	R	Li_Liang
1433.267136	4.000570038334489e-12	5.642480952636077e-13	R	Li_Liang
1608.070752	4.1479594607994444e-12	5.85529328825117e-13	R	Li_Liang
1781.973562	2.4845645501235252e-12	4.619614186092422e-13	R	Li_Liang
1954.075968	2.63195397258848e-12	4.685924506149131e-13	R	Li_Liang
2127.777898	2.252952600535739e-12	4.4259248289869006e-13	R	Li_Liang
2299.979578	3.2004560306675915e-12	5.097741145433068e-13	R	Li_Liang
2473.180992	2.33717512765857e-12	4.804700490449229e-13	R	Li_Liang
6058.802592	1.2401767118836919e-12	9.866211638778471e-14	R	Li_Liang
7494.655334	1.1222651739117278e-12	9.865243720908461e-14	R	Li_Liang
13880.05623	4.990184732027758e-13	3.95217981553031e-14	R	Li_Liang
23741.37104	3.41101234847467e-13	2.7071446830434304e-14	R	Li_Liang
31216.94139	2.379286391219986e-13	2.7409328621483457e-14	R	Li_Liang
41127.31636	1.7286673691961136e-13	2.132402415822193e-14	R	Li_Liang
48558.96795	1.6212836471145035e-13	2.445158711084807e-14	R	Li_Liang
58415.9218	1.1749042533634975e-13	1.8712977506251076e-14	R	Li_Liang
64382.73759	4.295348883264399e-14	2.886028060252537e-14	R	Li_Liang
70533.07364	7.348415491467036e-14	1.9726264122288197e-14	R	Li_Liang
102737.7245	4.0005700383344896e-14	1.1484956354145905e-14	R	Li_Liang
117887.9757	5.55868679010687e-14	3.686579595627094e-14	R	Li_Liang
159691.8469	3.326789821351839e-14	8.933823072045435e-15	R	Li_Liang
201050.14	1.47810535100569e-14	1.4173831088392793e-14	R	Li_Liang
1.19E+06	3.89529187943095e-15	3.4119906527363904e-15	R	Li_Liang
729.4355424	8.386332024162235e-12	7.254580215188051e-13	R	Li_Liang
1111.557686	5.863010884148818e-12	6.115790819993709e-13	R	Li_Liang
1285.463434	5.250734431057328e-12	5.476016536781445e-13	R	Li_Liang
1458.267754	4.0818430206099364e-12	5.004591886185813e-13	R	Li_Liang
1632.771216	5.157965271498011e-12	5.363559989310893e-13	R	Li_Liang
1806.673939	5.009534616203104e-12	5.670735747356684e-13	R	Li_Liang
1978.976189	3.024274601633726e-12	4.2260979130680184e-13	R	Li_Liang
2152.478102	4.323042835464161e-12	5.286042932323433e-13	R	Li_Liang
2324.679782	4.360150499287887e-12	4.93835639848998e-13	R	Li_Liang
2497.881197	3.803535541931987e-12	6.361420426218012e-13	R	Li_Liang
6263.92872	1.9110446869219253e-12	1.1530061007868483e-13	R	Li_Liang
7699.872528	1.4991496184785587e-12	1.0335536224083312e-13	R	Li_Liang
17961.24266	6.716487152094534e-13	3.5035076402570814e-14	R	Li_Liang
24648.12288	4.21171984399298e-13	2.896007050170569e-14	R	Li_Liang
35270.92063	3.3396897441354026e-13	2.5894520049405448e-14	R	Li_Liang
42033.9678	2.4491058123659623e-13	2.1031566428799865e-14	R	Li_Liang
52595.93606	1.9481523507456516e-13	2.014028143538296e-14	R	Li_Liang
59307.35786	1.4175127580663598e-13	1.9821314661548282e-14	R	Li_Liang
64680.8404	1.4991496184785586e-13	3.054003091621167e-14	R	Li_Liang
71090.88267	1.0371592038731613e-13	2.122831359823986e-14	R	Li_Liang
103063.6571	5.046642280026831e-14	1.448011910892246e-14	R	Li_Liang
118037.9806	4.6570118098777005e-14	6.735529048467182e-14	R	Li_Liang
160162.7094	3.6922125504608066e-14	1.0243353320182941e-14	R	Li_Liang
201362.575	1.2356852053300991e-14	2.875924421672546e-14	R	Li_Liang
945831.3659	6.363964345769129e-15	5.047858519542062e-15	R	Li_Liang
4924.8	2.0181028853894253e-12	1.0466083574084482e-13	R	Li_Liang
5097.6	1.9656846286260638e-12	9.812260667039899e-14	R	Li_Liang
5356.8	1.8739526792901808e-12	9.335360632822054e-14	R	Li_Liang
5788.8	1.7429070373817764e-12	1.1256735205701679e-13	R	Li_Liang
6307.2	1.5987568312825318e-12	8.254447466359858e-14	R	Li_Liang
6673.87607	1.6118613954733722e-12	7.634472443303546e-14	R	Li_Liang
6998.4	1.480815753564968e-12	7.632020686036478e-14	R	Li_Liang
