z=   2.4500000e+00 0.
TotalEnergy(erg)    3.8695864191734734e+04    4.8741881576529231e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.6630221496821250e+04    5.9089491193158601e+03
Energy2(erg)    2.0394512514249072e+04    4.1203442518206757e+03
T_min_T_max    3.4017390834180986e+02    3.4898840097360471e+03
Interval1    3.4017390834180986e+02    1.9309790523909915e+03
Interval2    1.9309790523909915e+03    3.4898840097360471e+03
