Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           355.0    -9.0000    10.0000 uvm2   18.570 100.0000  -9.0000  -9.0000  -9.0000 UVOT holland07 1 NNN  0.000  0.000 0 nnn
           -9.0            -9.0          1349.0    -9.0000   100.0000 uvm2   20.750 100.0000  -9.0000  -9.0000  -9.0000 UVOT holland07 1 NNN  0.000  0.000 0 nnn
           -9.0            -9.0         67559.0    -9.0000  9202.0000 uvm2   23.380   0.4200  -9.0000  -9.0000  -9.0000 UVOT holland07 0 NNN  0.000  0.000 0 nnn
