time	flux	flux_err	band
25920.00	4.0331770596579556e-14	3.548758642083114e-15	R
100224.00	8.823629993713368e-14	3.9712876792075824e-15	R
182304.00	1.1108292023354958e-13	6.93579460419549e-15	R
269568.00	1.0130882732030531e-13	6.32551985857252e-15	R
165888.00	1.4643580813640062e-13	6.590697038080696e-15	R
288316.80	7.900367400617533e-14	6.28477610026403e-15	R
2137536.00	7.008858436766568e-15	9.043979311864025e-16	R
524448.00	3.851654190085086e-14	1.733529946354421e-15	R
689472.00	3.031428213667945e-14	2.667328240734623e-15	R
876960.00	2.1559927112306157e-14	4.4342682684038185e-15	R
888192.00	2.0780083498058012e-14	1.8284221051082754e-15	R
