#Time Since Burst b		Obs mag		err		Filter 	
1610.7 				19.5		0		RC 	
1698.0 				20.3		0		i 	
1793.5 				9.51		0.71		z 	
1892.3 				20.2		0		RC 	
1983.5 				20.3		0		i 	
2079.7 				19.68		0.71		z 	
3117.1 				20.7		0		RC 	
3272.3 				21.19		0.45		i 	
3430.1 				19.77		0.68		z 	
3585.8 				21.4		0		g 	
7397.9 				21.68		0.25		RC 	
8628.7 				21.31		0.39		i 	
9597.6 				20.48		0.67		z 	
