25.0973  -9. -9.
25.1017   -9. -9.
25.1061   -9. -9.
67.1943    -9. -9.
67.1898    -9. -9.
24.9742   -9. -9.
24.9813   -9. -9.
24.9935   -9. -9.
24.9971   -9. -9.
25.0007   -9. -9.
25.0096   -9. -9.
25.0166   -9. -9.
25.0337   -9. -9.
25.0372   -9. -9.
25.0546   -9. -9. 
25.0609    -9. -9.
25.0653    -9. -9.
25.0881    -9. -9.
25.1496    -9. -9.
25.1599    -9. -9.
25.1700    -9. -9.
25.1813    -9. -9.
25.2003    -9. -9.
25.2042    -9. -9.
25.2082    -9. -9.
25.2122    -9. -9.
25.2161    -9. -9.
25.2201    -9. -9.
25.2241  -9. -9. 
25.2251   -9. -9.
25.2280   -9. -9.
25.2303   -9. -9.
25.2320   -9. -9.
25.2360   -9. -9.
25.2402   -9. -9.
25.2477   -9. -9.
25.2551   -9. -9.
25.2626   -9. -9.
25.2700   -9. -9.
25.2783   -9. -9.
25.2966   -9. -9.
25.3040   -9. -9.
25.3062 -9. -9. 
25.3111  -9. -9.
25.3115  -9. -9.
25.3288  -9. -9.
25.3362  -9. -9.
25.3436  -9. -9.
25.3511  -9. -9.
25.3587  -9. -9.
25.3632  -9. -9.
25.3661  -9. -9.
25.3736  -9. -9.
25.3810  -9. -9.
25.3885  -9. -9.
25.3959  -9. -9.
25.4034 -9. -9. 
25.4108  -9. -9.
25.4221  -9. -9.
25.4295  -9. -9.
25.4370  -9. -9.
25.4444  -9. -9.
25.4519  -9. -9.
25.4593  -9. -9.
25.4668  -9. -9.
25.4742  -9. -9.
25.4816  -9. -9.
25.4905  -9. -9.
25.9037  -9. -9.
26.0098  -9. -9.
26.0148  -9. -9. 
26.2076  -9. -9.
26.2083  -9. -9.
26.2238  -9. -9.
26.2291  -9. -9.
26.2349  -9. -9.
26.2532  -9. -9.
26.2921  -9. -9.
26.3224  -9. -9.
26.3525  -9. -9.
26.3561  -9. -9.
26.3609  -9. -9.
26.3748  -9. -9.
27.3055  -9. -9.
27.3438 -9. -9. 
28.0352  -9. -9.
28.0508  -9. -9.
28.3367  -9. -9.
29.3194  -9. -9.
30.1455  -9. -9.
33.2300   -9. -9.
34.8139   -9. -9.
35.8392   -9. -9.
42.1326  -9. -9.
45.4278  -9. -9.
47.8254  -9. -9.
60.3190  -9. -9.
60.8556  -9. -9.
67.1914  -9. -9. 
68.8490   -9. -9.
99.7356   -9. -9.
128.0694   -9. -9.
25.0032  -9. -9.
25.0067  -9. -9.
25.0254  -9. -9.
25.0391  -9. -9.
25.0426  -9. -9.
25.0753  -9. -9.
25.0796  -9. -9.
25.0870  -9. -9.
25.1521  -9. -9.
25.1730  -9. -9.
25.1838 -9. -9. 
25.2602  -9. -9.
25.2661  -9. -9.
25.3527  -9. -9.
25.3659  -9. -9.
26.3472  -9. -9.
