Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           158.0    -9.0000    20.0000 IC   16.582   0.0940  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0           250.0    -9.0000    20.0000 IC   17.322   0.1700  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0           341.0    -9.0000    20.0000 IC   17.995   0.3320  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0           436.0    -9.0000    20.0000 IC   17.929   0.3080  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0           527.0    -9.0000    20.0000 IC   18.439   0.4870  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0           712.0    -9.0000   206.0000 IC   18.926   0.4560  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0          1126.5    -9.0000   481.0000 IC   19.529   0.5670  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0          1957.0    -9.0000  1038.0000 IC   19.628   0.4170  -9.0000  -9.0000  -9.0000 KAIT perley11 0 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0          3778.0    -9.0000  1748.0000 IC   20.360 100.0000  -9.0000  -9.0000  -9.0000 KAIT perley11 1 SDSS  0.000  0.000 0 E(B-V)=0.023
           -9.0            -9.0          6137.5    -9.0000  1755.0000 IC   20.320 100.0000  -9.0000  -9.0000  -9.0000 KAIT perley11 1 SDSS  0.000  0.000 0 E(B-V)=0.023
