   8.9000000000000000e+01    1.1699999999999999e+01    1.0750000000000000e+01    1.3900000000000001e-01
   1.2550000000000000e+02    1.1699999999999999e+01    1.1432000000000000e+01    1.4099999999999999e-01
   1.6100000000000000e+02    1.1699999999999999e+01    1.1419000000000000e+01    1.4299999999999999e-01
   1.9700000000000000e+02    1.1699999999999999e+01    1.2117000000000001e+01    1.4499999999999999e-01
   2.3350000000000000e+02    1.1699999999999999e+01    1.2297000000000001e+01    1.3400000000000001e-01
   2.6950000000000000e+02    1.1699999999999999e+01    1.2240000000000000e+01    1.4699999999999999e-01
   3.0550000000000000e+02    1.1699999999999999e+01    1.2577000000000000e+01    1.4000000000000001e-01
   3.6000000000000000e+02    2.3399999999999999e+01    1.2906000000000001e+01    1.0600000000000000e-01
   4.5050000000000000e+02    3.5100000000000001e+01    1.3223000000000001e+01    9.1999999999999998e-02
   5.7750000000000000e+02    4.6799999999999997e+01    1.3589000000000000e+01    8.5999999999999993e-02
   7.5850000000000000e+02    7.0200000000000003e+01    1.4068000000000000e+01    9.1999999999999998e-02
   1.0135000000000000e+03    9.3599999999999994e+01    1.4279999999999999e+01    8.7999999999999995e-02
   1.2665000000000000e+03    1.6480000000000001e+02    1.4497000000000000e+01    6.5000000000000002e-02
   1.8820000000000000e+03    2.0009999999999999e+02    1.4727000000000000e+01    7.0999999999999994e-02
   3.4855000000000000e+03    7.4554999999999995e+02    1.5064000000000000e+01    8.4000000000000005e-02
   2.3475000000000000e+03    1.8000000000000000e+02    1.4624000000000001e+01    2.5000000000000001e-02
   2.7940000000000000e+03    1.8000000000000000e+02    1.4768000000000001e+01    2.5000000000000001e-02
   3.2365000000000000e+03    1.8000000000000000e+02    1.4987000000000000e+01    2.5999999999999999e-02
   5.1085000000000000e+03    9.0000000000000000e+01    1.5784000000000001e+01    2.9000000000000001e-02
   6.2985000000000000e+03    9.0000000000000000e+01    1.6219999999999999e+01    3.1000000000000000e-02
   7.4690000000000000e+03    9.0000000000000000e+01    1.6526000000000000e+01    3.3000000000000002e-02
